Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
692,Winona State University,Winona ,Minnesota,Midwest,1858,8999,599,Rural,44.049877,-91.639366,1
693,Lipscomb University,Nashville ,Tennessee,Southeast,1891,5999,699,Urban,36.166687,-86.779932,2
694,Roanoke College,Salem ,Virginia,Southeast,1842,2999,299,Suburban,37.292986,-80.056759,2
695,Goshen College,Goshen ,Indiana,Midwest,1894,1999,199,Urban,41.581218,-85.834392,2
696,Lawrence Technological University,Southfield ,Michigan,Midwest,1932,3999,399,Urban,42.477952,-83.240756,3
697,University of Indianapolis,Indianapolis ,Indiana,Midwest,1902,6999,399,Urban,39.76845,-86.156212,2
698,Jacksonville University,Jacksonville ,Florida,Southeast,1934,5999,499,Urban,30.325968,-81.65676,2
699,University of the Incarnate Word,San Antonio ,Texas,Southwest,1881,14999,899,Urban,29.425173,-98.494599,2
700,Shenandoah University,Winchester ,Virginia,Southeast,1875,5999,499,Urban,39.177858,-78.169844,1
701,Bastyr University,Kenmore ,Washington,West,1978,1999,99,Suburban,47.758572,-122.252815,2
702,Franklin University,Columbus ,Ohio,Midwest,1902,7999,699,Urban,39.962649,-82.996216,2
703,Pennsylvania Academy of the Fine Arts,Philadelphia ,Pennsylvania,Northeast,1805,499,99,Urban,39.951061,-75.16562,2
704,University of North Georgia,Dahlonega ,Georgia,Southeast,1873,24999,1499,Suburban,34.533691,-83.983274,2
705,Lander University,Greenwood ,South Carolina,Southeast,1872,3999,299,Rural,34.187578,-82.159499,2
706,Colorado Christian University,Lakewood ,Colorado,West,1914,14999,599,Urban,39.710997,-105.088872,2
707,Manhattan College,Riverdale ,New York,Northeast,1853,4999,499,Urban,40.9006,-73.906403,2
708,Slippery Rock University of Pennsylvania,Slippery Rock ,Pennsylvania,Northeast,1889,14999,499,Rural,41.064073,-80.056487,2
709,University of Findlay,Findlay ,Ohio,Midwest,1882,5999,399,Suburban,41.039123,-83.6503,2
710,Providence College,Providence ,Rhode Island,Northeast,1917,5999,599,Urban,41.824461,-71.412747,2
711,Vermont Law School,South Royalton ,Vermont,Northeast,1972,999,99,Rural,43.820531,-72.521361,2
712,Eastern Virginia Medical School,Norfolk ,Virginia,Southeast,1973,1999,299,Urban,36.846164,-76.285913,2
713,Allegheny College,Meadville ,Pennsylvania,Northeast,1815,1999,199,Rural,41.646099,-80.147115,2
714,Benedictine University,Lisle ,Illinois,Midwest,1887,7999,499,Suburban,41.801252,-88.074781,2
715,Point Loma Nazarene University,San Diego ,California,West,1902,5999,199,Urban,32.71576,-117.163817,4
716,Eckerd College,Saint Petersburg ,Florida,Southeast,1958,2999,299,Urban,27.772069,-82.638488,2
717,University of Houston-Clear Lake,Houston ,Texas,Southwest,1974,14999,499,Suburban,29.760803,-95.369506,2
718,University of Wisconsin-River Falls,River Falls ,Wisconsin,Midwest,1874,6999,399,Rural,44.861644,-92.624347,1
719,Berry College,Mount Berry ,Georgia,Southeast,1902,2999,299,Suburban,34.275002,-85.183296,2
720,University of North Alabama,Florence ,Alabama,Southeast,1830,8999,299,Urban,34.801317,-87.673264,2
721,United States Merchant Marine Academy,Kings Point ,New York,Northeast,1943,999,199,Suburban,40.819745,-73.734966,2
722,Fort Lewis College,Durango ,Colorado,West,1911,3999,199,Rural,37.28225,-107.877762,2
723,National Louis University,Chicago ,Illinois,Midwest,1886,8999,199,Urban,41.883229,-87.632398,2
724,Bob Jones University,Greenville ,South Carolina,Southeast,1927,3999,299,Urban,34.850746,-82.398964,2
725,Cornell College,Mount Vernon ,Iowa,Midwest,1853,1999,99,Suburban,41.924519,-91.420984,2
726,Ursinus College,Collegeville ,Pennsylvania,Northeast,1869,1999,199,Suburban,40.192526,-75.461082,2
727,Saginaw Valley State University,University Center ,Michigan,Midwest,1963,8999,699,Suburban,43.5583,-83.982498,4
728,Keene State College,Keene ,New Hampshire,Northeast,1909,4999,399,Rural,42.933677,-72.278255,2
729,Dakota State University,Madison ,South Dakota,Midwest,1881,5999,199,Rural,44.0072,-97.11319,2
730,St. Norbert College,De Pere ,Wisconsin,Midwest,1898,2999,199,Suburban,44.44754,-88.070584,1
731,Washburn University,Topeka ,Kansas,Midwest,1865,7999,599,Urban,39.050976,-95.670433,2
732,Chatham University,Pittsburgh ,Pennsylvania,Northeast,1869,2999,199,Urban,40.442169,-79.994945,2
733,Bellevue College,Bellevue ,Washington,West,1966,24999,499,Suburban,47.613702,-122.190934,1
734,Columbus State University,Columbus ,Georgia,Southeast,1958,14999,699,Urban,32.466682,-84.990405,2
735,Olivet Nazarene University,Bourbonnais ,Illinois,Midwest,1907,6999,599,Suburban,41.161565,-87.890819,2
736,Davenport University,Grand Rapids ,Michigan,Midwest,1866,9999,599,Suburban,42.965446,-85.670209,2
737,Assumption College,Worcester ,Massachusetts,Northeast,1904,2999,299,Urban,42.262073,-71.802278,2
738,Augustana University,Sioux Falls ,South Dakota,Midwest,1860,2999,199,Urban,43.488765,-96.743185,1
739,Niagara University,Niagara University ,New York,Northeast,1856,4999,199,Suburban,43.13571,-79.04183,2
740,New England College,Henniker ,New Hampshire,Northeast,1946,3999,199,Rural,43.186268,-71.826307,2
741,Drury University,Springfield ,Missouri,Midwest,1873,1999,199,Urban,37.215521,-93.292361,2
742,Wofford College,Spartanburg ,South Carolina,Southeast,1854,1999,199,Urban,34.947914,-81.934664,2
743,Dominican University,River Forest ,Illinois,Midwest,1901,3999,399,Suburban,41.894047,-87.81635,2
744,Naropa University,Boulder ,Colorado,West,1974,1999,199,Urban,40.015831,-105.27927,2
745,Arkansas Tech University,Russellville ,Arkansas,Southeast,1909,14999,399,Rural,35.278146,-93.133722,2
746,"Concordia University, St. Paul",Saint Paul ,Minnesota,Midwest,1893,6999,399,Urban,44.943719,-93.094281,1
747,McDaniel College,Westminster ,Maryland,Southeast,1867,3999,599,Suburban,39.575232,-76.99604,2
748,Dixie State University,St. George ,Utah,West,1911,14999,699,Urban,37.108284,-113.583277,2
749,Cambridge College,Boston ,Massachusetts,Northeast,1971,3999,50,Urban,42.358894,-71.056742,2
750,Mississippi College,Clinton ,Mississippi,Southeast,1826,6999,499,Suburban,32.335656,-90.337665,2
751,Indiana Wesleyan University,Marion ,Indiana,Midwest,1920,3999,499,Suburban,40.551869,-85.668138,2
752,Otis College of Art and Design,Los Angeles ,California,West,1918,1999,399,Urban,34.052238,-118.243344,3
753,Concordia University Wisconsin,Mequon ,Wisconsin,Midwest,1881,8999,299,Suburban,43.221598,-88.014829,2
754,Susquehanna University,Selinsgrove ,Pennsylvania,Northeast,1858,2999,299,Rural,40.801057,-76.866235,2
755,Florida Southern College,Lakeland ,Florida,Southeast,1883,3999,199,Urban,28.040507,-81.954113,2
756,Texas A&M University-Kingsville,Kingsville ,Texas,Southwest,1925,14999,499,Rural,27.506723,-97.855992,2
757,Lewis University,Romeoville ,Illinois,Midwest,1932,7999,699,Suburban,41.647813,-88.087129,2
758,Florida State College at Jacksonville,Jacksonville ,Florida,Southeast,1966,39999,899,Urban,30.325968,-81.65676,2
759,Springfield College,Springfield ,Massachusetts,Northeast,1885,3999,199,Urban,42.102051,-72.585757,2
760,University of the District of Columbia,Washington ,District of Columbia,Northeast,1977,5999,699,Urban,38.892062,-77.019912,2
761,College of Southern Nevada,Las Vegas ,Nevada,West,1971,45000,599,Urban,36.169202,-115.140597,1
762,Utica College,Utica ,New York,Northeast,1946,6999,499,Urban,43.102016,-75.230012,2
763,Franklin W. Olin College of Engineering,Needham ,Massachusetts,Northeast,1997,499,99,Suburban,42.280944,-71.23684,2
764,St. Mary's College of Maryland,St. Mary's City ,Maryland,Southeast,1840,1999,299,Suburban,38.186901,-76.4347,1
765,University of Wisconsin-Parkside,Kenosha ,Wisconsin,Midwest,1968,4999,299,Suburban,42.588079,-87.822877,2
766,Brooklyn Law School,Brooklyn ,New York,Northeast,1901,1999,99,Urban,40.692529,-73.990996,2
767,Midwestern University,Downers Grove ,Illinois,Midwest,1900,3999,299,Suburban,41.808855,-88.011135,2
768,Whittier College,Whittier ,California,West,1887,2999,199,Suburban,33.967318,-118.048051,5
769,Westmont College,Santa Barbara ,California,West,1937,1999,299,Suburban,34.420867,-119.698342,1
770,Clarion University of Pennsylvania,Clarion ,Pennsylvania,Northeast,1867,6999,399,Rural,41.211475,-79.380948,2
771,Palm Beach State College,Lake Worth ,Florida,Southeast,1933,44999,1499,Urban,26.609859,-80.058568,2
772,Marymount University,Arlington ,Virginia,Southeast,1950,4999,399,Urban,38.890763,-77.084755,2
773,Oklahoma City University,Oklahoma City ,Oklahoma,Southwest,1904,3999,399,Urban,35.468494,-97.521264,2
774,Park University,Parkville ,Missouri,Midwest,1875,19999,1499,Suburban,39.195041,-94.682372,2
775,Wentworth Institute of Technology,Boston ,Massachusetts,Northeast,1904,4999,199,Urban,42.358894,-71.056742,2
776,St. John Fisher College,Rochester ,New York,Northeast,1948,4999,299,Suburban,43.155708,-77.612547,2
777,Scripps College,Claremont ,California,West,1926,1999,199,Suburban,34.096606,-117.719315,1
778,Massachusetts College of Art and Design,Boston ,Massachusetts,Northeast,1873,2999,199,Urban,42.358894,-71.056742,2
779,Oregon Institute of Technology,Klamath Falls ,Oregon,West,1947,8999,199,Rural,42.224918,-121.780952,1
780,Juniata College,Huntingdon ,Pennsylvania,Northeast,1876,1999,199,Rural,40.483256,-78.007155,2
781,North Park University,Chicago ,Illinois,Midwest,1891,3999,199,Urban,41.883229,-87.632398,2
782,Angelo State University,San Angelo ,Texas,Southwest,1928,14999,499,Urban,31.46378,-100.437304,2
783,Tarleton State University,Stephenville ,Texas,Southwest,1899,14999,799,Rural,32.220657,-98.202145,2
784,Midwestern State University,Wichita Falls ,Texas,Southwest,1922,7999,399,Urban,33.90976,-98.500854,2
785,University of Michigan-Flint,Flint ,Michigan,Midwest,1956,9999,599,Urban,43.00992,-83.685109,3
786,SIT Graduate Institute,Brattleboro ,Vermont,Northeast,1964,999,50,Suburban,42.84586,-72.562996,2
787,Montana Tech,Butte ,Montana,West,1899,2999,299,Rural,46.01284,-112.535583,2
788,Texas A&M International University,Laredo ,Texas,Southwest,1970,8999,399,Urban,27.507114,-99.507505,2
789,Regis College,Weston ,Massachusetts,Northeast,1927,3999,399,Suburban,42.367939,-71.298243,2
790,Morehouse School of Medicine,Atlanta ,Georgia,Southeast,1975,999,399,Urban,33.748547,-84.391502,2
791,Kalamazoo College,Kalamazoo ,Michigan,Midwest,1833,1999,199,Urban,42.289777,-85.584682,2
792,Queens University of Charlotte,Charlotte ,North Carolina,Southeast,1857,3999,399,Urban,35.222936,-80.840161,2
793,Western New England University,Springfield ,Massachusetts,Northeast,1919,4999,399,Urban,42.102051,-72.585757,2
794,Flagler College,St. Augustine ,Florida,Southeast,1968,2999,299,Suburban,29.896004,-81.316709,2
795,Wartburg College,Waverly ,Iowa,Midwest,1852,1999,99,Rural,42.725714,-92.475648,1
796,Norfolk State University,Norfolk ,Virginia,Southeast,1935,5999,499,Urban,36.846164,-76.285913,2
797,Bank Street College of Education,New York City ,New York,Northeast,1916,999,50,Urban,40.713054,-74.007228,2
798,University of Dallas,Irving ,Texas,Southwest,1956,2999,299,Urban,32.813879,-96.949933,1
799,Grove City College,Grove City ,Pennsylvania,Northeast,1876,2999,199,Rural,41.157879,-80.088687,2
800,Southern University and A&M College,Baton Rouge ,Louisiana,Southeast,1880,6999,299,Urban,30.443319,-91.187488,1
801,Marietta College,Marietta ,Ohio,Midwest,1835,1999,199,Suburban,39.419998,-81.45731,2
802,Salve Regina University,Newport ,Rhode Island,Northeast,1934,3999,199,Suburban,41.496349,-71.308244,2
803,Morehead State University,Morehead ,Kentucky,Southeast,1966,14999,499,Rural,38.184528,-83.431284,2
804,Virginia State University,Petersburg ,Virginia,Southeast,1882,5999,499,Suburban,37.205498,-77.387642,2
805,Fisk University,Nashville ,Tennessee,Southeast,1866,999,99,Urban,36.166687,-86.779932,2
806,Pennsylvania College of Technology,Williamsport ,Pennsylvania,Northeast,1989,5999,499,Urban,41.241489,-77.04192,2
807,Linfield University,McMinnville ,Oregon,West,1858,1999,199,Rural,45.210028,-123.192128,1
808,King University,Bristol ,Tennessee,Southeast,1867,3999,299,Urban,36.58453,-82.185697,2
809,St John's College,Annapolis ,Maryland,Southeast,1696,999,99,Suburban,38.97829,-76.495683,2
810,St. Thomas University,Miami Gardens ,Florida,Southeast,1961,5999,199,Suburban,25.927232,-80.228484,2
811,Governors State University,University Park ,Illinois,Midwest,1969,6999,599,Suburban,41.436946,-87.678022,2
812,Stonehill College,Easton ,Massachusetts,Northeast,1948,2999,299,Suburban,42.029789,-71.131459,2
813,Eastern Mennonite University,Harrisonburg ,Virginia,Southeast,1917,2999,199,Urban,38.435982,-78.88,2
814,Baker College,Flint ,Michigan,Midwest,1911,19999,1999,Suburban,43.00992,-83.685109,3
815,Ringling College of Art and Design,Sarasota ,Florida,Southeast,1931,1999,199,Urban,27.336483,-82.538602,2
816,Colorado Mesa University,Grand Junction ,Colorado,West,1925,14999,699,Suburban,39.067379,-108.570816,2
817,Oglethorpe University,Atlanta ,Georgia,Southeast,1835,1999,99,Suburban,33.748547,-84.391502,2
818,Moravian College,Bethlehem ,Pennsylvania,Northeast,1742,2999,199,Urban,40.632222,-75.407938,2
819,Washington & Jefferson College,Washington ,Pennsylvania,Northeast,1781,1999,199,Suburban,40.170885,-80.245438,2
820,Lourdes University,Sylvania ,Ohio,Midwest,1958,2999,199,Suburban,41.715606,-83.703091,2
821,King's College,Wilkes-Barre ,Pennsylvania,Northeast,1946,2999,299,Urban,41.246249,-75.881184,2
822,Kentucky State University,Frankfort ,Kentucky,Southeast,1886,2999,199,Rural,38.201005,-84.87329,2
823,York College of Pennsylvania,York ,Pennsylvania,Northeast,1787,4999,499,Suburban,39.960339,-76.734668,2
824,Seminole State College of Florida,Sanford ,Florida,Southeast,1965,24999,899,Suburban,28.800795,-81.273111,2
825,Xavier University of Louisiana,New Orleans ,Louisiana,Southeast,1925,3999,299,Urban,29.950621,-90.074948,1
826,Westminster College,Salt Lake City ,Utah,West,1875,2999,199,Urban,40.758478,-111.888142,3
827,Auburn University at Montgomery,Montgomery ,Alabama,Southeast,1967,6999,299,Urban,32.376547,-86.299651,2
828,Iona College,New Rochelle ,New York,Northeast,1940,4999,399,Suburban,40.911546,-73.782337,2
829,Otterbein University,Westerville ,Ohio,Midwest,1847,3999,399,Suburban,40.125943,-82.931621,2
830,California Baptist University,Riverside ,California,West,1950,14999,1499,Urban,33.980534,-117.377025,4
831,Alliant International University,San Diego ,California,West,2001,5999,199,Urban,32.71576,-117.163817,4
832,Lindenwood University,St. Charles ,Missouri,Midwest,1827,14999,299,Urban,38.781153,-90.486926,2
833,Western University of Health Sciences,Pomona ,California,West,1977,3999,399,Suburban,34.055118,-117.750048,1
834,Quincy University,Quincy ,Illinois,Midwest,1860,1999,199,Rural,39.93553,-91.388754,2
835,Chicago State University,Chicago ,Illinois,Midwest,1867,3999,299,Urban,41.883229,-87.632398,2
836,Keck Graduate Institute,Claremont ,California,West,1997,999,99,Suburban,34.096606,-117.719315,1
837,Indiana University South Bend,South Bend ,Indiana,Midwest,1922,6999,499,Urban,41.675032,-86.251962,2
838,Union University,Jackson ,Tennessee,Southeast,1823,4999,399,Urban,35.614344,-88.81938,2
839,University of Louisiana at Monroe,Monroe ,Louisiana,Southeast,1931,14999,399,Urban,32.500759,-92.111225,1
840,Louisiana State University in Shreveport,Shreveport ,Louisiana,Southeast,1967,7999,299,Urban,32.51424,-93.747757,1
841,Bowie State University,Bowie ,Maryland,Southeast,1865,6999,499,Suburban,38.943547,-76.730278,3
842,Central Methodist University,Fayette ,Missouri,Midwest,1854,1999,99,Rural,39.147271,-92.684682,2
843,Muskingum University,New Concord ,Ohio,Midwest,1837,3999,99,Rural,39.993883,-81.731857,2
844,South Carolina State University,Orangeburg ,South Carolina,Southeast,1896,3999,199,Rural,33.487414,-80.863927,2
845,North Central College,Naperville ,Illinois,Midwest,1861,3999,399,Urban,41.771495,-88.147999,2
846,Bemidji State University,Bemidji ,Minnesota,Midwest,1919,6999,299,Rural,47.472647,-94.879661,1
847,The American College of Financial Services,Bryn Mawr ,Pennsylvania,Northeast,1927,14999,50,Suburban,40.022711,-75.320873,2
848,Meredith College,Raleigh ,North Carolina,Southeast,1891,2999,199,Urban,35.781295,-78.64167,2
849,Gannon University,Erie ,Pennsylvania,Northeast,1925,4999,499,Urban,42.127951,-80.08258,2
850,Northern State University,Aberdeen ,South Dakota,Midwest,1901,5999,199,Rural,45.465163,-98.488057,2
851,Prairie View A&M University,Prairie View ,Texas,Southwest,1876,9999,499,Rural,30.095406,-95.987187,2
852,Centre College,Danville ,Kentucky,Southeast,1819,1999,199,Suburban,37.64591,-84.774043,2
853,"Baruch College, CUNY",New York City ,New York,Northeast,1919,19999,1499,Urban,40.713054,-74.007228,2
854,Husson University,Bangor ,Maine,Northeast,1898,3999,399,Suburban,44.801602,-68.771334,2
855,Taylor University,Upland ,Indiana,Midwest,1846,2999,299,Rural,40.475259,-85.494489,2
856,Voorhees College,Denmark ,South Carolina,Southeast,1897,999,99,Rural,33.322219,-81.14257,2
857,Texas A&M University at Galveston,Galveston ,Texas,Southwest,1962,1999,399,Urban,29.300128,-94.795846,2
858,Clayton State University,Morrow ,Georgia,Southeast,1969,8999,399,Suburban,33.583311,-84.341454,2
859,Eastern New Mexico University,Portales ,New Mexico,Southwest,1934,7999,299,Rural,34.181053,-103.345211,2
860,Concordia University Irvine,Irvine ,California,West,1976,5999,199,Urban,33.685908,-117.824719,5
861,Concordia College,Moorhead ,Minnesota,Midwest,1891,2999,299,Suburban,46.873809,-96.767816,2
862,St. Ambrose University,Davenport ,Iowa,Midwest,1882,3999,299,Urban,41.523527,-90.577036,2
863,Wittenberg University,Springfield ,Ohio,Midwest,1845,2999,199,Urban,39.924581,-83.810137,2
